IdValeSalida,NoConsecutivo,Fecha,Destino,Inventariada,Nota,Exportada,Periodo,DiezPorciento,año
4662,4662,"06/24/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4663,4663,"06/24/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4664,4664,"06/24/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4665,4665,"06/24/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4666,4666,"06/24/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4667,4667,"06/24/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4668,4668,"06/25/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4669,4669,"06/25/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4670,4670,"06/25/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4671,4671,"06/25/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4672,4672,"06/25/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4673,4673,"06/25/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4674,4674,"06/25/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4675,4675,"06/25/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4676,4676,"06/25/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4677,4677,"06/25/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4678,4678,"06/25/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4679,4679,"06/25/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4680,4680,"06/25/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4681,4681,"06/25/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4682,4682,"06/25/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4683,4683,"06/25/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4684,4684,"06/25/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4685,4685,"06/25/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4686,4686,"06/26/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4687,4687,"06/26/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4688,4688,"06/26/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4689,4689,"06/26/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4690,4690,"06/26/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4691,4691,"06/26/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4693,4693,"06/26/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4694,4694,"06/26/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4695,4695,"06/26/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4696,4696,"06/26/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4697,4697,"06/26/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4698,4698,"06/26/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4699,4699,"06/26/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4700,4700,"06/26/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4701,4701,"06/27/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4702,4702,"06/27/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4703,4703,"06/27/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4704,4704,"06/27/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4705,4705,"06/27/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4706,4706,"06/27/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4707,4707,"06/27/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4708,4708,"06/27/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4709,4709,"06/27/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4710,4710,"06/28/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4711,4711,"06/28/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4712,4712,"06/28/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4713,4713,"06/28/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4714,4714,"06/28/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4715,4715,"06/28/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4716,4716,"06/28/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4717,4717,"06/28/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4718,4718,"06/28/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4719,4719,"06/28/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4720,4720,"06/28/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4721,4721,"06/28/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4722,4722,"06/28/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4723,4723,"06/28/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4724,4724,"06/28/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4725,4725,"06/28/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"6/2025",0,2025
4726,4726,"07/01/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4727,4727,"07/01/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4728,4728,"07/01/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4729,4729,"07/01/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4730,4730,"07/01/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4731,4731,"07/01/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4732,4732,"07/01/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4733,4733,"07/01/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4734,4734,"07/01/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4735,4735,"07/01/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4736,4736,"07/01/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4737,4737,"07/01/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4738,4738,"07/01/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4739,4739,"07/01/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4740,4740,"07/01/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4741,4741,"07/01/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4742,4742,"07/02/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4743,4743,"07/02/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4744,4744,"07/02/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4745,4745,"07/02/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4746,4746,"07/02/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4747,4747,"07/02/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4748,4748,"07/02/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4749,4749,"07/02/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4750,4750,"07/02/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4751,4751,"07/02/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4752,4752,"07/02/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4753,4753,"07/02/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4754,4754,"07/03/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4755,4755,"07/03/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4756,4756,"07/03/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4757,4757,"07/03/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4758,4758,"07/03/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4759,4759,"07/03/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4760,4760,"07/03/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4761,4761,"07/03/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4762,4762,"07/03/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4763,4763,"07/03/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4764,4764,"07/03/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4765,4765,"07/03/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4766,4766,"07/04/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4767,4767,"07/04/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4768,4768,"07/04/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4769,4769,"07/04/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4770,4770,"07/04/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4771,4771,"07/04/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4772,4772,"07/04/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4773,4773,"07/04/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4774,4774,"07/04/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4775,4775,"07/05/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4776,4776,"07/05/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4777,4777,"07/05/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4778,4778,"07/05/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4779,4779,"07/05/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4780,4780,"07/05/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4781,4781,"07/05/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4782,4782,"07/05/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4783,4783,"07/05/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4784,4784,"07/05/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4785,4785,"07/05/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4786,4786,"07/05/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4787,4787,"07/05/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4788,4788,"07/05/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4789,4789,"07/08/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4790,4790,"07/08/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4791,4791,"07/08/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4792,4792,"07/08/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4793,4793,"07/08/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4794,4794,"07/08/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4795,4795,"07/08/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4796,4796,"07/08/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4797,4797,"07/08/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4798,4798,"07/08/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4799,4799,"07/08/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4800,4800,"07/08/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4801,4801,"07/08/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4802,4802,"07/08/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4803,4803,"07/08/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4804,4804,"07/09/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4805,4805,"07/09/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4806,4806,"07/09/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4807,4807,"07/09/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4808,4808,"07/09/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4809,4809,"07/09/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4810,4810,"07/09/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4811,4811,"07/09/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4812,4812,"07/09/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4813,4813,"07/09/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4814,4814,"07/09/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4815,4815,"07/09/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4816,4816,"07/09/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4817,4817,"07/09/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4818,4818,"07/10/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4819,4819,"07/10/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4820,4820,"07/10/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4821,4821,"07/10/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4822,4822,"07/10/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4823,4823,"07/10/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4824,4824,"07/10/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4825,4825,"07/10/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4826,4826,"07/10/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4827,4827,"07/10/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4828,4828,"07/11/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4829,4829,"07/11/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4830,4830,"07/11/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4831,4831,"07/11/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4832,4832,"07/11/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4833,4833,"07/11/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4834,4834,"07/11/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4835,4835,"07/11/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4836,4836,"07/11/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4837,4837,"07/11/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4838,4838,"07/11/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4839,4839,"07/12/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4840,4840,"07/12/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4841,4841,"07/12/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4842,4842,"07/12/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4843,4843,"07/12/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4844,4844,"07/12/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4845,4845,"07/12/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4846,4846,"07/12/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4847,4847,"07/12/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4848,4848,"07/12/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4849,4849,"07/12/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4850,4850,"07/12/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4851,4851,"07/12/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4852,4852,"07/12/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4853,4853,"07/15/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4854,4854,"07/15/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4855,4855,"07/15/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4856,4856,"07/15/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4857,4857,"07/15/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4858,4858,"07/15/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4859,4859,"07/15/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4860,4860,"07/15/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4861,4861,"07/15/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4862,4862,"07/15/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4863,4863,"07/15/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4864,4864,"07/15/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4865,4865,"07/15/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4866,4866,"07/15/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4867,4867,"07/15/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4868,4868,"07/15/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4869,4869,"07/15/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4870,4870,"07/15/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4871,4871,"07/15/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4872,4872,"07/15/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4873,4873,"07/15/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4874,4874,"07/16/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4875,4875,"07/16/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4876,4876,"07/16/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4877,4877,"07/16/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4878,4878,"07/16/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
4879,4879,"07/16/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"7/2025",0,2025
